titulo,preco,bairro,area,quartos,banheiros,vagas,finalidade,fonte,link
Casa à venda no condomínio Portal das Águas com 5 suítes ,2500000.0,Pedra Do Bode,800.0,5,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-condominio-portal-das-aguas-com-5-suites-1504695935
Casa à Venda no Condomínio Portal das Águas ,3000000.0,Pedra Do Bode,376.0,5,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-condominio-portal-das-aguas-1507298529
CASA À VENDA!,230000.0,Gercino Coelho,240.0,4,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-1524532943
CASA À VENDA!,250000.0,Joao De Deus,144.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-1524532899
APARTAMENTO PARA LOCAÇÃO E VENDA!,250000.0,Cohab Sao Francisco,90.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-para-locacao-e-venda-1524532025
CASA EM CONDOMINIO À VENDA!,1000000.0,Jatoba,800.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-venda-1524526086
Casa em Petrolina ,200000.0,Centro,,3,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-petrolina-1524514462
Casa a venda ,270000.0,Vila Eduardo,,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-1524517691
CASA À VENDA | CONDOMÍNIO PORTAL DAS ÁGUAS,3000000.0,Centro,400.0,5,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-condominio-portal-das-aguas-1524465390
CASA À VENDA NO ALPHAVILLE PETROLINA,1900000.0,Centro,315.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-no-alphaville-petrolina-1524459727
CASA VILA EULÁLIA 10x25 4 QUARTOS ,430000.0,Vila Eulalia,175.0,4,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-vila-eulalia-10x25-4-quartos-1524448194
APARTAMENTO TÉRREO CONDOMÍNIO VALE DO SOL ,190000.0,Topazio,,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-terreo-condominio-vale-do-sol-1524434803
Casa Nova à Venda Condomínio Colinas Bella Vista,1250000.0,Boa Esperanca,169.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-nova-a-venda-condominio-colinas-bella-vista-1524422614
"Casa à venda no Alphaville, 3 suítes com closet, piscina, gourmet, Petrolina",1900000.0,Boa Esperanca,198.0,3,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-alphaville-3-suites-com-closet-piscina-gourmet-petrolina-1524422081
VENDE - SE CASA ALTO PADRÃO - PETROLINA/PE,1350000.0,Atras Da Banca,329.0,4,3,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vende-se-casa-alto-padrao-petrolina-pe-1524409891
Casa na cohab,180000.0,Centro,,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-na-cohab-1524376957
Casa a venda ,280000.0,Vila Eduardo,,3,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-1524336268
Apartamento à venda  no vila rea,140000.0,Antonio Cassimiro,54.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-vila-rea-1524263608
Edf Vida Bela ( Na Planta),340000.0,Atras Da Banca,57.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/edf-vida-bela-na-planta-1358938395
Casa de Luxo à Venda,395000.0,Sao Goncalo,111.0,3,3,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-luxo-a-venda-1524221371
Apartamento para Venda no Edf. Athos Ville | 3 Quartos sendo 1 Suíte,900000.0,Centro,95.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-para-venda-no-edf-athos-ville-3-quartos-sendo-1-suite-1524170554
 Vende-se Casa Vila Vitoria,85000.0,Henrique Leite,,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vende-se-casa-vila-vitoria-1524154615
"Casa à venda no Cond. Alphaville, 3 suítes, piscina, Gourmet cozinha, Petrolina",2900000.0,Boa Esperanca,330.0,3,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-alphaville-3-suites-piscina-gourmet-cozinha-petrolina-1524145847
Oportunidade no Antônio Cassimiro ,270000.0,Rio Corrente,,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/oportunidade-no-antonio-cassimiro-1524146397
"Apartamento à venda 3quartos, 1suite master com closet, no Edf. Chateau de La Ri",1800000.0,Centro,132.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-3quartos-1suite-master-com-closet-no-edf-chateau-de-la-ri-1524126505
CASA NO QUATI UM,265000.0,Jardim Sao Paulo,160.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-quati-um-1524072701
Vendo casa no projeto N10 na rua D,60000.0,Dom Avelar,140.0,1,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-casa-no-projeto-n10-na-rua-d-1524042402
Vendo Casa no centro de Petrolina,360000.0,Centro,,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-casa-no-centro-de-petrolina-1523895891
Apartamento Edifício José Mororó,750000.0,Centro,94.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-edificio-jose-mororo-1523876353
CASA PARA VENDA JARDIM SAO PAULO - 02 QUARTOS,240000.0,Jardim Sao Paulo,144.0,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-jardim-sao-paulo-02-quartos-1523871775
Casa ,750000.0,Vila Eulalia,265.0,4,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-1523857067
Imóvel localizado a 3 minutos da orla,1100000.0,Atras Da Banca,175.0,3,3,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-localizado-a-3-minutos-da-orla-1523822757
Imóvel para venda possui 200 metros quadrados com 3 quartos em Dom Avelar - Petrolina - PE,300000.0,Dom Avelar,200.0,3,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-possui-200-metros-quadrados-com-3-quartos-em-dom-avelar-petrolina-pe-1523771189
APARTAMENTO- RESIDENCIAL PAULO COELHO- VILA MOCÓ- PETROLINA-PE,260000.0,Vila Moco,,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-residencial-paulo-coelho-vila-moco-petrolina-pe-1523749651
Vendo apartamento 3/4 Jatobá ,349000.0,Jatoba,87.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-apartamento-3-4-jatoba-1489766906
Vendo casa escriturada na Vila Eulália ,320000.0,Vila Eulalia,125.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-casa-escriturada-na-vila-eulalia-1523568987
CASA TÉRREA NASCENTE NO ALPHAVILLE,1600000.0,Boa Esperanca,,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-terrea-nascente-no-alphaville-1523495519
CASA À VENDA | CONDOMÍNIO SOL NASCENTE,1500000.0,Centro,200.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-condominio-sol-nascente-1523479465
"Vendo casa em Petrolina no bairro Jardim São Paulo R$ 270.000,00",270000.0,Jardim Sao Paulo,76.0,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-casa-em-petrolina-no-bairro-jardim-sao-paulo-r-270-000-00-1523470385
Casa no cassimiro,130000.0,Ouro Preto,,2,3,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-cassimiro-1523412440
"Imóvel com 2 casas independentes, ideal para morar e alugar_ Terra do Sul Petrolina",350000.0,Terra Do Sul,180.0,5,4,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-com-2-casas-independentes-ideal-para-morar-e-alugar-terra-do-sul-petrolina-1523363647
Apartamento a Venda,275000.0,Boa Esperanca,57.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-1523363052
Casa no Bairro Vila Eduardo,750000.0,Vila Eduardo,132.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-bairro-vila-eduardo-1523360275
"APARTAMENTO À VENDA NO CONDOMÍNIO VALE DOS COQUEIROS, PETROLINA-PE.",250000.0,Cohab Sao Francisco,,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-venda-no-condominio-vale-dos-coqueiros-petrolina-pe-1507437613
ALTO PADRÃO NO SOL NASCENTE ORLA,2250000.0,Centro,270.0,4,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/alto-padrao-no-sol-nascente-orla-1523330875
Sua próxima casa pode estar no Buona Vita!,1100000.0,Centro,200.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/sua-proxima-casa-pode-estar-no-buona-vita-1523326480
CASAS A VENDA!,250000.0,Centro,,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casas-a-venda-1523305209
Residencial vila verde ,120000.0,Antonio Cassimiro,48.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/residencial-vila-verde-1523281319
Casa Dom Avealr,350000.0,Dom Avelar,140.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-dom-avealr-1521061296
Casa Espaçosa e de qualidade em Petrolina,300000.0,Portal Da Cidade,108.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-espacosa-e-de-qualidade-em-petrolina-1523212222
Casa Alphaville Petrolina - Veja a descrição ,1900000.0,Boa Esperanca,198.0,4,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-alphaville-petrolina-veja-a-descricao-1523168965
Apto 2 minutos da Univasf ,340000.0,Centro,,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apto-2-minutos-da-univasf-1507364741
Casa ,220000.0,Km-2,5.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-1523064733
"Casa à venda no Portal das Águas, 5 quartos, piscina, PETROLINA - PE",3000000.0,Centro,376.0,1,5,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-portal-das-aguas-5-quartos-piscina-petrolina-pe-1523063459
"Casa à venda, 4quartos, 1suite com closet e sacada no Condomínio Sol Nascente 1,",1390000.0,Cidade Universitaria,242.0,4,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-4quartos-1suite-com-closet-e-sacada-no-condominio-sol-nascente-1-1523051106
CASA PARQUE PETROLINA,310000.0,Topazio,74.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-parque-petrolina-1522914811
Casa 10x20 ,570000.0,Loteamento Recife,143.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-10x20-1519353411
"Casa à venda no Cond. Vila Viva, 3 quartos, planejados, Petrolina",730000.0,Joao De Deus,180.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-vila-viva-3-quartos-planejados-petrolina-1522845779
CASA À VENDA!,300000.0,Topazio,100.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-1522830187
"Apartamento à venda, 3quartos, 1suite, Edf. Rio Jordão, Henrique Leite, Petrolin",349000.0,Henrique Leite,97.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-3quartos-1suite-edf-rio-jordao-henrique-leite-petrolin-1522830171
Casa no bairro Boa Vista.,280000.0,Henrique Leite,70.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-bairro-boa-vista-1434534811
Casa à venda em condomínio com 3/4 e 114 m² de área construída em Petrolina ?,530000.0,Dom Avelar,114.0,3,3,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-em-condominio-com-3-4-e-114-m-de-area-construida-em-petrolina-1457342405
Edf Carlos Wilson ,350000.0,Atras Da Banca,57.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/edf-carlos-wilson-1522731608
"Casa em condomínio à venda, Boa Esperança - Petrolina/PE",1290000.0,Vila Eduardo,172.0,,,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-a-venda-boa-esperanca-petrolina-pe-1522630028
"Casa em condomínio à venda, Boa Esperança - Petrolina/PE",1100000.0,Boa Esperanca,140.0,,,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-a-venda-boa-esperanca-petrolina-pe-1522630020
CASA A VENDA EM CONDOMINIO,850000.0,Loteamento Recife,240.0,,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-em-condominio-1522630024
"Casa em condomínio à venda, COHAB São Francisco - Petrolina/PE",1100000.0,Cohab Sao Francisco,221.0,,,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-a-venda-cohab-sao-francisco-petrolina-pe-1522630027
"Casa em condomínio à venda, Topázio - Petrolina/PE",650000.0,Centro,146.0,,,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-a-venda-topazio-petrolina-pe-1522630030
"Apartamento à venda, Orla - Petrolina/PE",900000.0,Vila Eduardo,110.0,,,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-orla-petrolina-pe-1522630035
CASA A VENDA EM CONDOMINIO,1800000.0,Boa Esperanca,200.0,,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-em-condominio-1522630036
CASA A VENDA EM CONDOMINIO,690000.0,Loteamento Recife,240.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-em-condominio-1522630037
"Casa em condomínio à venda, Padre Cicero - Petrolina/PE",530000.0,Dom Avelar,120.0,,,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-a-venda-padre-cicero-petrolina-pe-1522630021
"Casa em condomínio à venda, Boa Esperança - Petrolina/PE",2870000.0,Boa Esperanca,230.0,,,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-a-venda-boa-esperanca-petrolina-pe-1522630022
APARTAMENTO À VENDA  EDIFÍCIO RIO JORDÃO  PETROLINA/PE,349000.0,Henrique Leite,78.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-venda-edificio-rio-jordao-petrolina-pe-1522602286
Disponível na vila Eduardo,200000.0,Centro,,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/disponivel-na-vila-eduardo-1522564274
Casa na cohab 6,300000.0,Centro,99.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-na-cohab-6-1522516895
Ampla Casa Dom Avelar | 3 Quartos,270000.0,Antonio Cassimiro,80.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/ampla-casa-dom-avelar-3-quartos-1522495846
Apartamento Térreo Residencial Vivendas 2,65000.0,Cohab Massangano,,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-terreo-residencial-vivendas-2-1522474356
Casa - COHAB Massangano,425000.0,Cohab Massangano,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-cohab-massangano-1511294600
Casa Jardim Amazonas próximo da Av. Tropeiros,320000.0,Jardim Amazonas,84.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-jardim-amazonas-proximo-da-av-tropeiros-1514732756
Casa no Cond. Encontro das Águas,847000.0,Cohab Vi,146.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-cond-encontro-das-aguas-1514646851
Casa no Condomínio Buona Vita - Fase,1000000.0,Loteamento Recife,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-condominio-buona-vita-fase-1516541354
Casa no Cond. Encontro das Águas,900000.0,Cohab Vi,146.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-cond-encontro-das-aguas-1516932214
Casas Bairro Antônio Cassimiro,250000.0,Antonio Cassimiro,104.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casas-bairro-antonio-cassimiro-1519581163
CASA NOVA À VENDA  LOTEAMENTO RECIFE  PETROLINA/PE,360000.0,Loteamento Recife,80.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-nova-venda-loteamento-recife-petrolina-pe-1522393885
**CASA DE ALTO PADRÃO NO TERRAS ALPHAVILLE | 4 SUÍTES + PISCINA**,2400000.0,Centro,300.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-alto-padrao-no-terras-alphaville-4-suites-piscina-1522353020
E se a sua próxima casa fosse essa?,1700000.0,Centro,300.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/e-se-a-sua-proxima-casa-fosse-essa-1522352341
CASA A VENDA NA PARCELA,150000.0,Jose E Maria,,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-na-parcela-1522293367
Apto na orla de Petrolina ,700000.0,Atras Da Banca,,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apto-na-orla-de-petrolina-1506338734
Compre sua casa parcelada ,180000.0,Cohab Massangano,225.0,2,2,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/compre-sua-casa-parcelada-1522225032
Casa Nascente Mobiliada Cond. Alphaville Petrolina-PE,2350000.0,Boa Esperanca,279.0,5,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-nascente-mobiliada-cond-alphaville-petrolina-pe-1478385599
Sobrado de Alto Padrão à Venda no Condomínio Sol Nascente  Cidade Universitária | Petrolin,899000.0,Cidade Universitaria,200.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/sobrado-de-alto-padrao-a-venda-no-condominio-sol-nascente-cidade-universitaria-petrolin-1522160045
Apartamento cond. vinhedos ,220000.0,Antonio Cassimiro,45.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-cond-vinhedos-1522147449
Casa à venda no condomínio Portal das Águas com 4 suítes ,3000000.0,Pedra Do Bode,400.0,5,5,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-condominio-portal-das-aguas-com-4-suites-1504700611
Casa térrea à venda no Condomínio Eco Spa com 4 Suítes (Porteira Fechada),1700000.0,Vila Eduardo,,4,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-terrea-a-venda-no-condominio-eco-spa-com-4-suites-porteira-fechada-1504712822
CASA À VENDA  LOTEAMENTO COLINA DO RIO  PETROLINA/PE,570000.0,Cohab Sao Francisco,154.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-loteamento-colina-do-rio-petrolina-pe-1522066386
Casa Condomínio Buona Vita,1100000.0,Loteamento Recife,,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-condominio-buona-vita-1520342594
"Apartamento à venda 3quartos e 1suite, Edf. Morada Real no Jatobá em Petrolina/P",400000.0,Jatoba,65.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-3quartos-e-1suite-edf-morada-real-no-jatoba-em-petrolina-p-1522000401
Apartamento no centro de Petrolina a as,600000.0,Centro,76.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-no-centro-de-petrolina-a-as-1522004286
"CASA DE 04 QUARTOS PERTO DE ACADEMIAS, UNIVERSIDADE, CURSINHO E MERCADOS",790000.0,Vila Moco,139.0,4,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-04-quartos-perto-de-academias-universidade-cursinho-e-mercados-1521969430
Casa Vila nova Bairro loteamento Recife ,335000.0,Loteamento Recife,,3,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-vila-nova-bairro-loteamento-recife-1521960592
"Excelente oportunidade, Apartamento próximo a Igreja Matriz e Orla",420000.0,Centro,90.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/excelente-oportunidade-apartamento-proximo-a-igreja-matriz-e-orla-1521960115
CASA NOVA À VENDA | CONDOMÍNIO COLINAS BELLA VISTA,1100000.0,Centro,276.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-nova-venda-condominio-colinas-bella-vista-1521959505
Compre uma casa no Condominio Vila Nobre em Petrolina com 3 quartos,250000.0,Topazio,55.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/compre-uma-casa-no-condominio-vila-nobre-em-petrolina-com-3-quartos-1487847659
Studio a venda com localização estratégica em Petrolina,334570.0,Centro,24.0,1,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/studio-a-venda-com-localizacao-estrategica-em-petrolina-1470265491
Casa a venda no Cond Buona Vitta em Petrolina,1100000.0,Boa Esperanca,140.0,3,3,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-buona-vitta-em-petrolina-1470233792
Apartamento a venda na orla de Petrolina com 3 quartos,690000.0,Atras Da Banca,87.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-na-orla-de-petrolina-com-3-quartos-1487851710
